Date,Users,Volume,Transactions
Mon Apr 19 2021,24,0,27
Sun Apr 18 2021,26,0,36
Sat Apr 17 2021,27,0,45
Fri Apr 16 2021,40,0,65
Thu Apr 15 2021,41,0,99
Wed Apr 14 2021,68,0,117
Tue Apr 13 2021,52,0,70
Mon Apr 12 2021,54,0,71
Sun Apr 11 2021,64,0,126
Sat Apr 10 2021,86,0,140
Fri Apr 09 2021,51,0,105
Thu Apr 08 2021,45,0,56
Wed Apr 07 2021,71,0,164
Tue Apr 06 2021,51,0,100
Mon Apr 05 2021,79,0,130
Sun Apr 04 2021,72,0,99
Sat Apr 03 2021,71,0,148
Fri Apr 02 2021,44,0,48
Thu Apr 01 2021,61,0,81
Wed Mar 31 2021,54,0,72
Tue Mar 30 2021,53,0,63
Mon Mar 29 2021,53,0,72
Sun Mar 28 2021,62,0,102
Sat Mar 27 2021,53,0,79
Fri Mar 26 2021,58,0,83
Thu Mar 25 2021,61,0,105
Wed Mar 24 2021,54,0,73
Tue Mar 23 2021,40,0,48
Mon Mar 22 2021,54,0,71
Sun Mar 21 2021,39,0,41
Sat Mar 20 2021,61,0,77
Fri Mar 19 2021,72,0,97
Thu Mar 18 2021,61,0,70
Wed Mar 17 2021,76,0,233
Tue Mar 16 2021,64,0,85
Mon Mar 15 2021,90,0,171
Sun Mar 14 2021,74,0,159
Sat Mar 13 2021,92,0,248
Fri Mar 12 2021,80,0,122
Thu Mar 11 2021,53,0,69
Wed Mar 10 2021,69,0,92
Tue Mar 09 2021,69,0,82
Mon Mar 08 2021,81,0,115
Sun Mar 07 2021,71,0,98
Sat Mar 06 2021,73,0,91
Fri Mar 05 2021,83,0,126
Thu Mar 04 2021,54,0,73
Wed Mar 03 2021,71,0,149
Tue Mar 02 2021,92,0,144
Mon Mar 01 2021,76,0,187
Sun Feb 28 2021,76,0,181
Sat Feb 27 2021,70,0,115
Fri Feb 26 2021,77,0,127
Thu Feb 25 2021,58,0,125
Wed Feb 24 2021,67,0,91
Tue Feb 23 2021,31,0,45
Mon Feb 22 2021,26,0,50
Sun Feb 21 2021,32,0,138
Sat Feb 20 2021,40,0,103
Fri Feb 19 2021,41,0,57
Thu Feb 18 2021,43,0,82
Wed Feb 17 2021,54,0,81
Tue Feb 16 2021,46,0,88
Mon Feb 15 2021,60,0,101
Sun Feb 14 2021,54,0,63
Sat Feb 13 2021,43,0,47
Fri Feb 12 2021,39,0,72
Thu Feb 11 2021,27,0,37
Wed Feb 10 2021,29,0,38
Tue Feb 09 2021,26,0,33
Mon Feb 08 2021,25,0,37
Sun Feb 07 2021,29,0,69
Sat Feb 06 2021,38,0,69
Fri Feb 05 2021,32,0,39
Thu Feb 04 2021,25,0,85
Wed Feb 03 2021,36,0,76
Tue Feb 02 2021,38,0,61
Mon Feb 01 2021,34,0,53
Sun Jan 31 2021,40,0,63
Sat Jan 30 2021,33,0,47
Fri Jan 29 2021,34,0,54
Thu Jan 28 2021,32,0,54
Wed Jan 27 2021,57,0,103
Tue Jan 26 2021,44,0,106
Mon Jan 25 2021,45,0,90
Sun Jan 24 2021,36,0,86
Sat Jan 23 2021,48,12,104
Fri Jan 22 2021,32,0,42
Thu Jan 21 2021,20,0,44
Wed Jan 20 2021,22,0,31
Tue Jan 19 2021,25,0,106
Mon Jan 18 2021,19,0,29
Sun Jan 17 2021,39,0,133
Sat Jan 16 2021,38,0,132
Fri Jan 15 2021,38,0,74
Thu Jan 14 2021,40,0,88
Wed Jan 13 2021,33,0,71
Tue Jan 12 2021,37,0,123
Mon Jan 11 2021,22,0,46
Sun Jan 10 2021,15,0,36
Sat Jan 09 2021,22,0,29
Fri Jan 08 2021,25,0,59
Thu Jan 07 2021,33,0,196
Wed Jan 06 2021,36,0,116
Tue Jan 05 2021,31,0,98
Mon Jan 04 2021,24,0,33
Sun Jan 03 2021,28,0,72
Sat Jan 02 2021,27,0,67
Fri Jan 01 2021,29,0,55
Thu Dec 31 2020,31,0,60
Wed Dec 30 2020,28,0,150
Tue Dec 29 2020,22,0,83
Mon Dec 28 2020,28,0,54
Sun Dec 27 2020,26,0,125
Sat Dec 26 2020,37,0,71
Fri Dec 25 2020,28,0,66
Thu Dec 24 2020,17,0,29
Wed Dec 23 2020,29,0,234
Tue Dec 22 2020,33,0,57
Mon Dec 21 2020,25,0,38
Sun Dec 20 2020,24,0,30
Sat Dec 19 2020,27,0,40
Fri Dec 18 2020,27,0,82
Thu Dec 17 2020,22,0,53
Wed Dec 16 2020,23,0,110
Tue Dec 15 2020,15,0,21
Mon Dec 14 2020,27,0,36
Sun Dec 13 2020,25,0,30
Sat Dec 12 2020,24,0,47
Fri Dec 11 2020,35,0,44
Thu Dec 10 2020,25,0,47
Wed Dec 09 2020,31,0,80
Tue Dec 08 2020,39,0,119
Mon Dec 07 2020,31,0,94
Sun Dec 06 2020,28,0,173
Sat Dec 05 2020,43,0,107
Fri Dec 04 2020,34,0,68
Thu Dec 03 2020,36,0,48
Wed Dec 02 2020,45,0,246
Tue Dec 01 2020,34,0,86
Mon Nov 30 2020,27,0,44
Sun Nov 29 2020,25,0,33
Sat Nov 28 2020,44,0,196
Fri Nov 27 2020,42,0,463
Thu Nov 26 2020,34,0,449
Wed Nov 25 2020,18,0,90
Tue Nov 24 2020,34,0,162
Mon Nov 23 2020,23,0,41
Sun Nov 22 2020,21,0,43
Sat Nov 21 2020,33,20.03,55
Fri Nov 20 2020,19,0,76
Thu Nov 19 2020,32,0,555
Wed Nov 18 2020,20,0,109
Tue Nov 17 2020,12,0,27
Mon Nov 16 2020,23,0,26
Sun Nov 15 2020,20,0,57
Sat Nov 14 2020,34,0,87
Fri Nov 13 2020,24,0,64
Thu Nov 12 2020,22,0,174
Wed Nov 11 2020,22,0,25
Tue Nov 10 2020,22,0,30
Mon Nov 09 2020,24,0,55
Sun Nov 08 2020,25,0,99
Sat Nov 07 2020,24,0,32
Fri Nov 06 2020,18,0,91
Thu Nov 05 2020,30,0,58
Wed Nov 04 2020,31,0,46
Tue Nov 03 2020,28,0,70
Mon Nov 02 2020,25,0,56
Sun Nov 01 2020,31,0,131
Sat Oct 31 2020,33,0,91
Fri Oct 30 2020,44,0,65
Thu Oct 29 2020,35,0,86
Wed Oct 28 2020,22,0,53
Tue Oct 27 2020,40,0,199
Mon Oct 26 2020,40,0,52
Sun Oct 25 2020,44,0,217
Sat Oct 24 2020,27,0,50
Fri Oct 23 2020,34,0,219
Thu Oct 22 2020,41,0,52
Wed Oct 21 2020,45,0,94
Tue Oct 20 2020,42,0,119
Mon Oct 19 2020,37,0,46
Sun Oct 18 2020,26,0,100
Sat Oct 17 2020,46,0,110
Fri Oct 16 2020,37,0,219
Thu Oct 15 2020,39,0,64
Wed Oct 14 2020,47,0,83
Tue Oct 13 2020,39,0,83
Mon Oct 12 2020,52,0,88
Sun Oct 11 2020,26,0,40
Sat Oct 10 2020,43,0,238
Fri Oct 09 2020,43,0,77
Thu Oct 08 2020,58,0,104
Wed Oct 07 2020,49,0,100
Tue Oct 06 2020,34,0,67
Mon Oct 05 2020,36,0,86
Sun Oct 04 2020,40,0,146
Sat Oct 03 2020,41,0,225
Fri Oct 02 2020,36,0,223
Thu Oct 01 2020,29,0,59
